transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
4659,97,39,1/19/2017,0,Approved,Solex,Standard,medium,large,202.62,151.96,42458
5119,40,39,2/7/2017,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750
6593,27,39,9/16/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
10562,46,39,8/4/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
12103,49,39,2/9/2017,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,41064
12174,34,39,5/29/2017,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698
16084,70,39,8/16/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105
17701,21,39,10/6/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
18076,38,39,11/24/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618
327,1,40,5/9/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
836,46,40,12/16/2017,0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427
4213,21,40,7/26/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160
10129,35,40,4/21/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527
10973,22,40,1/24/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165
1677,82,41,4/15/2017,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,42226
3342,67,41,8/3/2017,0,Cancelled,Norco Bicycles,Road,medium,medium,544.05,376.84,38647
5910,25,41,2/22/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
9750,62,41,4/18/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,34143
14571,57,41,7/9/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
15262,1,41,1/24/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
16571,65,41,12/1/2017,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145
16604,97,41,11/29/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458
18512,91,41,11/14/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367
4762,81,42,2/1/2017,1,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429
9522,98,42,8/17/2017,1,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
10016,41,42,6/3/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560
13493,5,42,9/10/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784
896,53,43,1/4/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35470
963,52,43,10/30/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220
1672,72,43,7/9/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
7889,11,43,7/13/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298
10486,41,43,8/14/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,35560
12318,57,43,8/2/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259
16718,19,43,1/18/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880
17162,56,43,2/7/2017,1,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707
17478,72,43,10/10/2017,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710
2120,98,44,5/24/2017,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002
3788,36,44,11/24/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,40618
6259,73,44,4/28/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,38193
6265,45,44,9/29/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,39427
11249,4,44,9/4/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573
11825,3,44,4/17/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41701
13255,81,44,11/25/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,41533
7322,20,45,7/9/2017,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,40303
9567,2,45,8/19/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245
19710,93,45,11/17/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833
655,8,46,5/12/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,38693
2601,91,46,11/7/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36833
11710,53,46,3/15/2017,1,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915
18667,23,46,7/25/2017,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,42696
19545,94,46,10/3/2017,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,41434
1875,1,47,11/25/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688
3141,10,47,7/26/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701
4109,43,47,7/15/2017,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,36498
5080,55,47,1/17/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823
10277,27,47,3/10/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334
12953,100,47,8/22/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364
14063,95,47,3/15/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874
6433,96,48,5/1/2017,1,Approved,WeareA2B,Road,low,small,1172.78,1043.77,37539
7028,50,48,3/7/2017,1,Approved,WeareA2B,Standard,medium,small,175.89,131.92,41009
8193,59,48,5/20/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,41047
10599,37,48,10/9/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560
11103,17,48,8/3/2017,1,Approved,Solex,Standard,high,medium,1024.66,614.8,34244
15721,53,48,4/27/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,35707
17551,25,48,4/23/2017,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404
17666,3,48,2/6/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38258
